Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (A6.01-merge-givenXY)	KC Category (A6.01-merge-givenXY)	KC (A6.01-default)	KC Category (A6.01-default)	KC (Single-KC)	KC Category (Single-KC)	School	Class	CF (calculated_offset)	CF (server_adjusted_event_time)	CF (server_adjusted_tool_event_time)	CF (server_adjusted_tutor_event_time)	CF (server_name)	CF (server_time_millis)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
100503	2012transactions	8756682fea2d25ae3d14cb491b5bf868	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:16:15	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	radioGroup UpdateRadioButton	6	0	InCorrect	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:16:16.199 UTC						2012/02/27 18:16:15.487 UTC	2012/02/27 18:16:15.628 UTC
100504	2012transactions	fc884e9243b26f6d9a64d89d387db64b	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:16:17	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	radioGroup UpdateRadioButton	7	0	InCorrect	done	ButtonPressed	-1		I'm sorry, but you are not done yet. Please continue working.						Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:16:17.717 UTC						2012/02/27 18:16:17.5 UTC	2012/02/27 18:16:17.146 UTC
100505	2012transactions	25614af253a70e3f5e0457b450caf735	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:19:32	UTC	0	ATTEMPT				Default Assignment	6.28	vegetarian	8	2012-02-27 18:19:32					NtpDate	NtpTimeCheck	2012-02-27 13:19:33.317 -0500																		Admin	Default Class	-403	2012/02/27 18:19:33.364 UTC			3.north-america.pool.ntp.org	1330366773317		2012/02/27 18:19:32.961 UTC	
100506	2012transactions	6f2202d4738f304e8d57f6a8eca51d0d	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:19:55	UTC	23	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	8	2012-02-27 18:19:32	radioGroup UpdateRadioButton	1	0	InCorrect	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:19:56.140 UTC						2012/02/27 18:19:55.597 UTC	2012/02/27 18:19:55.737 UTC
100507	2012transactions	4c622bd64f02cf45d316b4c733751e2c	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:20:07	UTC	12	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	8	2012-02-27 18:19:32	radioGroup UpdateRadioButton	2	0	InCorrect	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:20:08.318 UTC						2012/02/27 18:20:07.774 UTC	2012/02/27 18:20:07.915 UTC
100508	2012transactions	11e5ec921e6bb57f30076c6ae68404b6	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:20:08	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	8	2012-02-27 18:19:32	radioGroup UpdateRadioButton	3	0	InCorrect	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:20:09.21 UTC						2012/02/27 18:20:08.462 UTC	2012/02/27 18:20:08.618 UTC
100509	2012transactions	5e582a92919b3179e48d0d7ce576ca54	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:27:36	UTC	1	ATTEMPT				Default Assignment	6.28	vegetarian	9	2012-02-27 18:27:35					NtpDate	NtpTimeCheck	2012-02-27 13:27:36.331 -0500																		Admin	Default Class	-360	2012/02/27 18:27:36.393 UTC			3.north-america.pool.ntp.org	1330367256331		2012/02/27 18:27:36.33 UTC	
100510	2012transactions	7401602a9962e72ae37a4af3868d93d9	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:27:38	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	9	2012-02-27 18:27:35	radioGroup UpdateRadioButton	1	0	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:27:38.940 UTC						2012/02/27 18:27:38.439 UTC	2012/02/27 18:27:38.580 UTC
100511	2012transactions	3f14684a558549d689a6ec5ee502286d	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:29:36	UTC	118	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	9	2012-02-27 18:27:35	done ButtonPressed	1	0	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 18:29:37.223 UTC						2012/02/27 18:29:36.659 UTC	2012/02/27 18:29:36.863 UTC
100512	2012transactions	1bacf84d5084fccebc26d0fe27153e06	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:29:42	UTC	0	ATTEMPT				Default Assignment	6.28	bus ride	2	2012-02-27 18:29:42					NtpDate	NtpTimeCheck	2012-02-27 13:29:42.757 -0500																		Admin	Default Class	-380	2012/02/27 18:29:42.789 UTC			3.north-america.pool.ntp.org	1330367382757		2012/02/27 18:29:42.409 UTC	
100513	2012transactions	0905a15f42dddced49a74cd97fa5ee05	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:30:37	UTC	55	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	2	2012-02-27 18:29:42	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	7								Scaling-down-to-a-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:30:37.673 UTC						2012/02/27 18:30:37.136 UTC	2012/02/27 18:30:37.293 UTC
100514	2012transactions	977adbc979cae60f2912a0bbc8d919d0	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:30:43	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	2	2012-02-27 18:29:42	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	8								Scaling-down-to-a-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:30:44.219 UTC						2012/02/27 18:30:43.698 UTC	2012/02/27 18:30:43.839 UTC
100515	2012transactions	a8f239f4478bd7e8a67c77c1d2435ee7	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:30:45	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	2	2012-02-27 18:29:42	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:30:46.531 UTC						2012/02/27 18:30:45.948 UTC	2012/02/27 18:30:46.151 UTC
100516	2012transactions	38bb0bb70fa1604746174d32bd55ca17	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:30:46	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	2	2012-02-27 18:29:42	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 18:30:47.531 UTC						2012/02/27 18:30:46.885 UTC	2012/02/27 18:30:47.151 UTC
100517	2012transactions	f0540b2d2dcc288539bd76d2bdd8e4a9	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:30:52	UTC	1	ATTEMPT				Default Assignment	6.28	soda	2	2012-02-27 18:30:51					NtpDate	NtpTimeCheck	2012-02-27 13:30:52.329 -0500																		Admin	Default Class	-382	2012/02/27 18:30:52.392 UTC			3.north-america.pool.ntp.org	1330367452329		2012/02/27 18:30:52.10 UTC	
100518	2012transactions	0a39f8d46adfb72c4d0b87ee879ed65d	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:39:39	UTC	527	ATTEMPT		RESULT		Default Assignment	6.28	soda	2	2012-02-27 18:30:51	commonamt UpdateTextField	1	0	InCorrect	commonamt	UpdateTextField	6								Calculating-common-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:39:40.140 UTC						2012/02/27 18:39:39.617 UTC	2012/02/27 18:39:39.758 UTC
100519	2012transactions	13944354e3db8b830044e5ba80c6ad70	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:39:44	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	soda	2	2012-02-27 18:30:51	commonamt UpdateTextField	2	1	Correct	commonamt	UpdateTextField	24								Calculating-common-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:39:45.264 UTC						2012/02/27 18:39:44.710 UTC	2012/02/27 18:39:44.882 UTC
100520	2012transactions	8771fd722d9e715352de801451ac6a16	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:39:49	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	soda	2	2012-02-27 18:30:51	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	8.40								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:39:50.591 UTC						2012/02/27 18:39:49.959 UTC	2012/02/27 18:39:50.209 UTC
100521	2012transactions	a4e9ba4a4a09a7b729441fb7d5b5bde8	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:39:56	UTC	7	ATTEMPT		RESULT		Default Assignment	6.28	soda	2	2012-02-27 18:30:51	option2end UpdateTextField	1	0	InCorrect	option2end	UpdateTextField	4*2.40								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:39:56.933 UTC						2012/02/27 18:39:56.333 UTC	2012/02/27 18:39:56.551 UTC
100522	2012transactions	87babd793c60b2709632b852bd7c95ee	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:00	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	soda	2	2012-02-27 18:30:51	option2end UpdateTextField	2	1	Correct	option2end	UpdateTextField	9.60								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:01.354 UTC						2012/02/27 18:40:00.707 UTC	2012/02/27 18:40:00.972 UTC
100523	2012transactions	21c48e759210ef660e6d3e7578787397	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:02	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	soda	2	2012-02-27 18:30:51	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:03.370 UTC						2012/02/27 18:40:02.738 UTC	2012/02/27 18:40:02.988 UTC
100524	2012transactions	8da4320118d2f18dc5605cf0126ba4da	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:03	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	soda	2	2012-02-27 18:30:51	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 18:40:04.385 UTC						2012/02/27 18:40:03.831 UTC	2012/02/27 18:40:04.3 UTC
100525	2012transactions	289bf108db88c7a437c8dc726b1cf32f	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:08	UTC	0	ATTEMPT				Default Assignment	6.28	ticket sales	2	2012-02-27 18:40:08					NtpDate	NtpTimeCheck	2012-02-27 13:40:09.377 -0500																		Admin	Default Class	-500	2012/02/27 18:40:09.439 UTC			3.north-america.pool.ntp.org	1330368009377		2012/02/27 18:40:08.939 UTC	
100526	2012transactions	729bb524a8fe4eff49daabc01bafde6b	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:28	UTC	20	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	2	2012-02-27 18:40:08	option1amt UpdateTextField	1	1	Correct	option1amt	UpdateTextField	12								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:29.732 UTC						2012/02/27 18:40:28.982 UTC	2012/02/27 18:40:29.232 UTC
100527	2012transactions	1b8d5b592683d669fbdb8f2157baef3b	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:29	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	2	2012-02-27 18:40:08	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	18								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:30.545 UTC						2012/02/27 18:40:29.795 UTC	2012/02/27 18:40:30.45 UTC
100528	2012transactions	31a8959a5ec41f11bdf3e7c85ceb1de7	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:31	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	2	2012-02-27 18:40:08	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	20								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:32.154 UTC						2012/02/27 18:40:31.388 UTC	2012/02/27 18:40:31.654 UTC
100529	2012transactions	3b7e8fd8e55d06519067bf0ad88f9994	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:32	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	2	2012-02-27 18:40:08	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	25								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:32.966 UTC						2012/02/27 18:40:32.154 UTC	2012/02/27 18:40:32.466 UTC
100530	2012transactions	0226ebf9cdde4b7f513e7d8d30cc947e	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:34	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	2	2012-02-27 18:40:08	commonamt UpdateTextField	1	1	Correct	commonamt	UpdateTextField	1								Selecting-common-number	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:35.262 UTC						2012/02/27 18:40:34.528 UTC	2012/02/27 18:40:34.762 UTC
100531	2012transactions	c0c69bd7133d48074d0316cd50cb56cf	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:40:39	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	2	2012-02-27 18:40:08	option1end UpdateTextField	1	1	InCorrect	option1end	UpdateTextField	18/12								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 18:40:40.293 UTC						2012/02/27 18:40:39.636 UTC	2012/02/27 18:40:39.793 UTC
100532	2012transactions	c434fa6ba21b6f606b44dfa80d7c0788	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:44:17	UTC	0	ATTEMPT				Default Assignment	6.28	vegetarian	10	2012-02-27 18:44:17					NtpDate	NtpTimeCheck	2012-02-27 13:44:18.195 -0500																		Admin	Default Class	-385	2012/02/27 18:44:18.257 UTC			3.north-america.pool.ntp.org	1330368258195		2012/02/27 18:44:17.872 UTC	
100533	2012transactions	9b4f654310028230108959f7d687de92	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:15:10	UTC	0	ATTEMPT				Default Assignment	6.28	vegetarian	11	2012-02-27 19:15:10					NtpDate	NtpTimeCheck	2012-02-27 14:15:11.179 -0500																		Admin	Default Class	-966	2012/02/27 19:15:11.226 UTC			3.north-america.pool.ntp.org	1330370111179		2012/02/27 19:15:10.260 UTC	
100534	2012transactions	a5545b4dfb39a62b992d223246aa34eb	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:15:18	UTC	8	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	11	2012-02-27 19:15:10	radioGroup UpdateRadioButton	1	0	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 19:15:19.492 UTC						2012/02/27 19:15:18.354 UTC	2012/02/27 19:15:18.526 UTC
100535	2012transactions	744cbf69e6b628ed3fa15ff849fc4fbd	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:15:56	UTC	0	ATTEMPT				Default Assignment	6.28	vegetarian	12	2012-02-27 19:15:56					NtpDate	NtpTimeCheck	2012-02-27 14:15:56.960 -0500																		Admin	Default Class	-674				3.north-america.pool.ntp.org	1330370156960		2012/02/27 19:15:56.364 UTC	
100536	2012transactions	ff99cea067f66f4acbf434c8369e5fa9	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:02	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	12	2012-02-27 19:15:56	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							15	2012/02/27 19:16:02.689 UTC	2012/02/27 19:16:02.892 UTC
100537	2012transactions	fc16f2a4f2d8ead5003726ad101d018a	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:06	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	12	2012-02-27 19:15:56	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class							17	2012/02/27 19:16:06.54 UTC	2012/02/27 19:16:06.148 UTC
100538	2012transactions	2925ee7e2b255c23c58e682f53298c68	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:07	UTC	1	ATTEMPT				Default Assignment	6.28	bus ride	3	2012-02-27 19:16:06					NtpDate	NtpTimeCheck	2012-02-27 14:16:07.814 -0500																		Admin	Default Class	-852				3.north-america.pool.ntp.org	1330370167814		2012/02/27 19:16:07.9 UTC	
100539	2012transactions	589a561caec16699eae358707ef92247	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:15	UTC	0	ATTEMPT				Default Assignment	6.28	basketball tickets	1	2012-02-27 19:16:15					NtpDate	NtpTimeCheck	2012-02-27 14:16:16.166 -0500																		Admin	Default Class	-844				3.north-america.pool.ntp.org	1330370176166		2012/02/27 19:16:15.400 UTC	
100540	2012transactions	29cdaf51828e8ca5be368323c8fdaa2e	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:20	UTC	0	ATTEMPT				Default Assignment	6.28	lollipops	1	2012-02-27 19:16:20					NtpDate	NtpTimeCheck	2012-02-27 14:16:21.605 -0500																		Admin	Default Class	-835				3.north-america.pool.ntp.org	1330370181605		2012/02/27 19:16:20.848 UTC	
100541	2012transactions	423f52da7b7f6f6be83c091ecfcae21f	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:25	UTC	0	ATTEMPT				Default Assignment	6.28	game cards	1	2012-02-27 19:16:25					NtpDate	NtpTimeCheck	2012-02-27 14:16:26.125 -0500																		Admin	Default Class	-815				3.north-america.pool.ntp.org	1330370186125		2012/02/27 19:16:25.373 UTC	
100542	2012transactions	f12f2b4e8a664cc2c1c31d42a050facc	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:29	UTC	0	ATTEMPT				Default Assignment	6.28	cd club	1	2012-02-27 19:16:29					NtpDate	NtpTimeCheck	2012-02-27 14:16:30.017 -0500																		Admin	Default Class	-809				3.north-america.pool.ntp.org	1330370190017		2012/02/27 19:16:29.239 UTC	
100543	2012transactions	a519df8a100580eca1bcff82ba190fdb	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:33	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	option1amt UpdateTextField	1	0	Correct	option1amt	UpdateTextField	12								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							1	2012/02/27 19:16:33.263 UTC	2012/02/27 19:16:33.435 UTC
100544	2012transactions	fd8ce57c0066fe91b9ca032db1dd8142	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:33	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	option1cost UpdateTextField	1	0	Correct	option1cost	UpdateTextField	18								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							3	2012/02/27 19:16:33.873 UTC	2012/02/27 19:16:34.30 UTC
100545	2012transactions	d391e8a00db1ed31a8af8ec39e6de3da	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:37	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	option2amt UpdateTextField	1	0	Correct	option2amt	UpdateTextField	20								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							5	2012/02/27 19:16:37.349 UTC	2012/02/27 19:16:37.568 UTC
100546	2012transactions	5b77a95b8dbe93bc38d4cde9b5451d5f	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:38	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	option2cost UpdateTextField	1	0	Correct	option2cost	UpdateTextField	31								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							7	2012/02/27 19:16:38.241 UTC	2012/02/27 19:16:38.366 UTC
100547	2012transactions	7384265616d78c8f10a5c977b2b5e611	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:41	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	commonamt UpdateTextField	1	0	Correct	commonamt	UpdateTextField	4								Selecting-common-number	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							9	2012/02/27 19:16:41.216 UTC	2012/02/27 19:16:41.403 UTC
100548	2012transactions	d9c117e1b973d0162105921c06f9e7cc	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:44	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	option2end UpdateTextField	1	0	Correct	option2end	UpdateTextField	6.20								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							13	2012/02/27 19:16:44.691 UTC	2012/02/27 19:16:44.816 UTC
100549	2012transactions	ca46ed003b41cf601f0e1c403f195396	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:47	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	option1end UpdateTextField	1	0	Correct	option1end	UpdateTextField	6.00								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							11	2012/02/27 19:16:47.133 UTC	2012/02/27 19:16:47.446 UTC
100550	2012transactions	7dc1738724a815256d84faaf5bf748b5	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:55	UTC	8	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	radioGroup UpdateRadioButton	1	0	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							15	2012/02/27 19:16:55.446 UTC	2012/02/27 19:16:55.603 UTC
100551	2012transactions	cd03d3437ceeadd3fcd9387c373795ea	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:58	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	cd club	1	2012-02-27 19:16:29	done ButtonPressed	1	0	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class							17	2012/02/27 19:16:58.640 UTC	2012/02/27 19:16:58.749 UTC
100552	2012transactions	01021ba541ed8403e8a98b22229c94cd	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:16:59	UTC	0	ATTEMPT				Default Assignment	6.28	theme park	1	2012-02-27 19:16:59					NtpDate	NtpTimeCheck	2012-02-27 14:17:00.375 -0500																		Admin	Default Class	-608				3.north-america.pool.ntp.org	1330370220375		2012/02/27 19:16:59.814 UTC	
100553	2012transactions	0e1d73a502c9ea86d19ad720dbf5c079	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:18:42	UTC	0	ATTEMPT				Default Assignment	6.28	cd club	2	2012-02-27 19:18:42					NtpDate	NtpTimeCheck	2012-02-27 14:18:43.373 -0500																		Admin	Default Class	-565				3.north-america.pool.ntp.org	1330370323373		2012/02/27 19:18:42.855 UTC	
100554	2012transactions	0dacfbd48edab07e98c3a82d13fdf331	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 19:18:46	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	cd club	2	2012-02-27 19:18:42	option1amt UpdateTextField	1	0	Correct	option1amt	UpdateTextField	12								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class							1	2012/02/27 19:18:46.49 UTC	2012/02/27 19:18:46.330 UTC
